pho_protein	iFOT_C_2_1	iFOT_C_2_3	iFOT_C_3_1	iFOT_C_3_2	iFOT_C_4_4	iFOT_C_4_5	iFOT_C_4_8	iFOT_C_5_3	iFOT_Z_1_3	iFOT_Z_1_4	iFOT_Z_2_10	iFOT_Z_2_11	iFOT_Z_4_12	iFOT_Z_5_6	iFOT_Z_5_7	iFOT_Z_6_3
Caskin1	0.01	0.01	83.339371	0.01	0.01	29.99841	45.43001	0.01	0.01	0.01	0.01	39.696055	0.01	25.099962	38.908108	160.076927
Caskin1	56.66703	75.11977	0.01	55.301364	75.82913	0.01	0.01	0.01	119.364476	0.01	67.330159	109.384163	87.884324	63.81181	0.01	83.294989
Caskin1	0.01	0.01	69.023279	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	94.532508	61.674094	0.01	0.01	0.01
Caskin1	0.01	0.01	0.01	0.01	0.01	0.01	41.13262	0.01	30.143212	0.01	62.079989	69.360681	75.204528	54.486263	69.263829	72.717954
Caskin1	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	23.762722	0.01	0.01
Caskin1	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	12.708092	0.01	0.01	0.01	24.519177	0.01	24.329851
Caskin1	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	4.78337	0.01	0.01	0.01	0.01	0.01	0.01
Tbc1d22b	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	18.426599	0.01	0.01	0.01	0.01	0.01	0.01	15.184886
Ppp1r10	50.72953	94.47298	84.209768	0.01	0.01	82.82628	0.01	0.01	0.01	0.01	85.212328	0.01	0.01	0.01	63.084744	41.074933
Prrc2a	39.8184	0.01	74.756017	67.530394	57.13516	81.71364	57.81878	51.576901	0.01	0.01	0.01	70.410658	0.01	0.01	0.01	64.066806
Prrc2a	39.8184	0.01	74.756017	67.530394	57.13516	81.71364	57.81878	51.576901	0.01	0.01	0.01	70.410658	0.01	0.01	0.01	64.066806
Prrc2a	141.1628	151.9823	99.029017	117.53229	97.46956	152.1869	98.71808	0.01	116.929052	0.01	104.726653	123.282548	0.01	80.485366	86.185454	70.23552
Prrc2a	133.8779	162.0687	111.675424	205.117683	0.01	107.9285	0.01	118.693192	131.627802	0.01	156.364351	111.974567	0.01	110.772242	112.724947	104.362309
Prrc2a	83.27926	51.73718	0.01	0.01	0.01	65.12767	0.01	0.01	0.01	29.493288	33.779155	41.892718	0.01	42.623186	0.01	26.921725
Prrc2a	0.01	0.01	28.653788	34.947562	0.01	39.10758	0.01	0.01	19.715434	24.233554	30.652543	24.434771	0.01	0.01	0.01	0.01
Prrc2a	122.1693	119.4456	142.989907	160.658865	0.01	0.01	0.01	128.373879	135.945469	0.01	0.01	146.810332	146.114389	0.01	134.166852	113.357794
Prrc2a	97.06477	0.01	0.01	172.696623	0.01	0.01	0.01	0.01	0.01	0.01	114.865192	0.01	0.01	84.81616	85.489062	0.01
Prrc2a	0.01	0.01	0.01	0.01	0.01	22.66983	0.01	0.01	0.01	0.01	0.01	0.01	25.048819	0.01	0.01	0.01
Prrc2a	70.74374	102.3453	81.883009	0.01	0.01	75.1566	0.01	0.01	55.858839	66.744736	87.514086	115.711658	0.01	0.01	86.464011	0.01
Prrc2a	0.01	0.01	0.01	0.01	0.01	0.01	56.39472	72.318089	0.01	65.202626	0.01	0.01	67.004458	58.947554	70.802158	50.04506
Prrc2a	0.01	0.01	0.01	0.01	21.98136	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	29.752697	31.817447	0.01
Gabbr1	94.72711	75.55871	68.052071	75.947308	97.21244	104.7265	85.94467	79.582795	84.219666	90.649858	100.406636	100.860004	110.282957	123.090626	89.374929	86.117757
Mllt1	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	13.865882	16.198037	0.01	0.01	0.01	0.01	0.01
Lpin2	0.01	0.01	0.01	0.01	0.01	92.51695	0.01	75.511458	25.364322	0.01	29.89654	0.01	0.01	0.01	0.01	0.01
Klc4	51.01565	69.26085	52.190506	43.645198	56.72567	64.58038	67.41828	59.678715	63.239824	71.268259	62.272364	57.926288	54.016442	63.91506	72.912226	63.123882
Rftn1	101.7249	0.01	89.457352	192.156872	126.9628	155.902	0.01	112.427985	0.01	180.250944	0.01	0.01	160.140656	0.01	0.01	0.01
Wdr7	139.5902	0.01	0.01	0.01	0.01	0.01	0.01	0.01	64.106949	0.01	0.01	0.01	0.01	32.954186	57.202322	14.453502
Apc	0.01	0.01	0.01	0.01	35.13475	0.01	0.01	34.797043	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01
Apc	92.27784	164.982	0.01	95.607393	109.164	125.725	103.2877	103.579166	105.97324	120.857278	93.872611	148.454375	135.355387	105.079113	111.847493	104.295577
Apc	70.07815	100.1312	71.084508	107.549991	101.3931	87.64453	0.01	61.786674	0.01	118.08355	131.153004	92.971357	128.87829	0.01	137.795053	90.188414
Apc	158.0764	195.0082	134.375949	134.946595	0.01	141.2506	0.01	160.590453	158.740744	222.077663	164.140381	169.813127	169.712721	130.031369	187.970085	0.01
Apc	0.01	21.14779	31.704227	34.677307	24.57452	30.97517	21.81275	21.700875	31.942839	0.01	25.076346	41.758017	38.133833	29.260105	44.406122	35.241214
Apc	0.01	0.01	0.01	0.01	0.01	0.01	0.01	52.080842	81.784243	0.01	0.01	0.01	0.01	0.01	0.01	0.01
Apc	0.01	0.01	0.01	81.090714	66.37168	51.19835	82.17907	86.231458	113.229221	88.745507	92.097354	0.01	69.314517	82.5217	95.106233	77.22237
Apc	0.01	69.05757	45.071614	0.01	0.01	0.01	0.01	52.080842	0.01	63.85509	57.990148	0.01	60.057053	54.911455	0.01	53.988259
Apc	0.01	0.01	12.720215	10.49997	0.01	0.01	0.01	0.01	0.01	6.667643	4.900856	6.643663	6.700446	8.651549	8.509908	5.405966
Apc	0.01	0.01	0.01	0.01	0.01	0.01	87.57997	0.01	0.01	0.01	131.153004	0.01	0.01	79.86156	0.01	0.01
Apc	0.01	0.01	0.01	0.01	0.01	14.31319	0.01	0.01	0.01	0.01	0.01	0.01	0.01	18.035175	19.176542	0.01
Apc	0.01	0.01	35.807784	0.01	0.01	0.01	0.01	0.01	0.01	53.832409	0.01	0.01	49.060664	0.01	0.01	0.01
Apc	0.01	0.01	28.692492	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	25.899457	29.383433	36.04176	31.826534
Apc	0.01	0.01	0.01	0.01	0.01	0.01	0.01	26.292915	0.01	0.01	0.01	0.01	118.176721	0.01	0.01	0.01
Apc	0.01	0.01	0.01	0.01	0.01	20.9491	0.01	0.01	0.01	14.985033	0.01	0.01	23.993977	36.850467	23.035946	0.01
Apc	0.01	0.01	0.01	0.01	0.01	45.30261	0.01	0.01	0.01	48.716882	50.287018	74.092487	50.298652	0.01	0.01	0.01
Apc	0.01	0.01	0.01	0.01	0.01	0.01	52.235	0.01	259.627613	57.830166	49.728791	0.01	0.01	0.01	239.09221	0.01
Apc	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	142.566428
Apc	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	46.765155	36.183355	0.01	43.825506	0.01	0.01	0.01	0.01
Apc	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	100.139719	0.01	0.01	0.01	0.01	0.01	0.01	0.01
Apc	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	97.784274	102.175143	0.01	0.01	197.990416	79.235463	0.01
Apc	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	15.129929	0.01	26.349598	30.820775	0.01	53.03372	0.01
Apc	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	50.33834	0.01	0.01	0.01	0.01	0.01	0.01
Apc	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	140.99401	0.01	0.01	0.01	0.01
Dcc	29.90362	0.01	0.01	0.01	0.01	0.01	0.01	0.01	34.781292	0.01	0.01	44.93558	43.06217	48.109097	0.01	0.01
Jcad	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01
-	66.3383	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01
-	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	27.790909	0.01
Bin1	0.01	0.01	0.01	160.763542	131.4101	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01
Bin1	269.9879	553.8071	351.588114	397.864548	321.7115	0.01	311.0643	232.860348	309.478356	0.01	0.01	526.833086	339.910427	370.125131	271.119271	0.01
Bin1	390.5947	126.6083	289.688228	572.169377	630.7571	555.6053	477.4108	160.003745	224.662407	188.330635	380.309962	465.982749	392.926907	431.394392	345.194471	494.057669
Bin1	390.5947	0.01	207.158046	467.740639	517.4791	434.517	366.6813	47.542234	149.8827	92.223018	338.453051	414.077944	349.278288	385.354612	306.760605	451.335788
Bin1	389.9454	633.7863	358.122841	385.902918	307.5981	396.3777	434.1847	319.085519	418.361173	582.676148	490.031634	484.571495	41.164349	504.781272	446.115576	589.21095
Bin1	171.6823	0.01	53.870093	77.318566	192.5107	101.3629	95.7386	76.713163	0.01	137.913637	150.76183	154.588454	105.031084	134.089695	98.253925	219.288307
Bin1	66.09175	84.44225	69.173596	0.01	0.01	35.00859	88.85584	0.01	76.719424	40.6296	114.784191	0.01	41.164349	45.277589	0.01	161.511667
Bin1	73.32085	0.01	77.491421	0.01	62.90334	0.01	81.21533	151.224074	147.741826	0.01	104.06515	279.183474	0.01	162.304387	74.55571	82.500877
Bin1	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	124.019798	160.407056	0.01	0.01	0.01	0.01	0.01	0.01
Spire1	0.01	0.01	20.200947	19.536377	20.39004	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	25.234455	0.01
Spire1	41.3251	0.01	0.01	0.01	0.01	0.01	0.01	0.01	74.054109	0.01	38.029646	0.01	0.01	0.01	0.01	63.895972
Spire1	0.01	0.01	0.01	0.01	0.01	20.26023	0.01	0.01	29.954269	29.294573	22.223785	0.01	19.04841	0.01	0.01	19.53048
Wdr33	68.38883	89.24592	76.009856	59.991807	75.78532	72.89997	78.77605	66.300137	74.219344	89.925377	0.01	71.785299	75.287486	75.573787	81.108757	61.962076
Pcdh1	0.01	184.3909	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	35.419411	0.01	0.01	0.01	32.192106	0.01
Pcdh1	87.76181	160.6833	68.122279	20.698282	69.77621	90.55962	111.1604	83.589175	87.6465	185.177416	110.126673	21.664765	63.264971	139.904718	87.264861	81.793517
Pcdh1	191.4875	0.01	267.365744	222.788921	207.4621	149.0609	0.01	192.377473	243.800954	227.62512	283.46059	0.01	184.543041	265.461889	102.940642	215.277708
Pcdh1	34.57489	46.3638	57.962848	59.272397	60.08449	39.82685	0.01	57.744673	57.81077	76.174032	65.00275	72.91817	96.294979	90.100589	113.846138	64.963685
Pcdh1	0.01	0.01	54.8305	0.01	0.01	0.01	0.01	0.01	72.243706	0.01	120.325963	0.01	0.01	0.01	102.940642	0.01
Pcdh1	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	57.119873	0.01	0.01
Pcdh1	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	36.475115	0.01	0.01	0.01	69.674003	0.01
Jakmip2	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	28.219158	17.468309	0.01	0.01	0.01	0.01
Nedd4l	0.01	0.01	0.01	0.01	174.2167	0.01	154.7544	0.01	0.01	0.01	0.01	0.01	0.01	0.01	220.122496	0.01
Nedd4l	0.01	0.01	72.228535	75.778875	0.01	0.01	72.45975	0.01	0.01	96.714802	87.304836	0.01	0.01	0.01	0.01	90.869081
Nedd4l	197.8795	0.01	0.01	156.386175	0.01	179.0289	0.01	176.211563	147.152727	207.988227	0.01	198.770399	245.06402	221.099933	0.01	340.280251
Nedd4l	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	48.280464	0.01	0.01
Nedd4l	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	36.334503	70.516178	0.01	37.701098	0.01	0.01	0.01	211.307149
Gbf1	29.97769	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	41.935737	16.674589	43.808236	38.010034	0.01	0.01	0.01
Gbf1	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	38.290744	0.01	0.01	0.01	0.01	0.01	0.01	39.435326
Uhrf2	48.29243	42.38492	52.157202	48.627783	46.40351	58.38725	39.9114	54.897042	57.643379	48.469868	42.552164	40.859319	32.24446	36.038084	39.768849	35.542176
Incenp	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01
Pdcd4	55.52559	105.4165	0.01	0.01	64.56133	83.52179	89.91836	0.01	59.194435	105.28438	0.01	62.748586	131.079865	0.01	87.20915	65.725766
-	0.01	0.01	0.01	0.01	0.01	0.01	0.01	21.150835	0.01	0.01	0.01	0.01	16.652203	0.01	0.01	0.01
-	28.80582	33.52468	23.724839	24.302948	0.01	18.8578	29.65294	27.897981	20.809578	25.271977	20.90483	26.549923	24.505126	17.295212	25.223312	24.287143
-	0.01	0.01	0.01	0.01	0.01	24.58726	65.75986	0.01	0.01	0.01	0.01	0.01	0.01	32.22928	48.234188	32.29566
-	28.98236	0.01	0.01	22.674758	26.04013	0.01	0.01	36.260671	56.066461	100.399306	0.01	44.108032	0.01	0.01	0.01	0.01
-	0.01	45.92099	0.01	33.356484	0.01	0.01	60.72154	0.01	35.798567	98.922745	0.01	0.01	28.876369	44.77711	40.131669	0.01
-	0.01	0.01	18.60867	0.01	0.01	0.01	13.33463	17.676684	19.387837	0.01	17.492017	19.45774	0.01	17.913999	27.833389	18.406711
-	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	55.478017	0.01	0.01	0.01	0.01	0.01	0.01
-	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	98.922745	0.01	0.01	0.01	0.01	0.01	0.01
Tle4	0.01	0.01	65.715411	51.705262	80.08694	50.86579	75.63156	60.508488	2.525943	90.325567	0.01	62.318233	0.01	58.069206	4.584069	78.743861
Ubxn1	17.69887	19.54872	0.01	23.714859	0.01	0.01	35.89777	0.01	0.01	17.548317	18.461321	0.01	18.491954	0.01	0.01	0.01
Ubxn1	38.17879	0.01	0.01	55.734343	53.20115	0.01	0.01	0.01	37.101051	35.700368	59.93483	0.01	63.65615	42.62462	0.01	49.43246
Trpm3	20.03552	0.01	14.235984	0.01	16.8379	0.01	15.74974	0.01	0.01	21.989732	0.01	0.01	0.01	17.817918	0.01	0.01
Trpm3	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	5.273218	0.01
Trpm3	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	14.835307	0.01	0.01	0.01	0.01	0.01	0.01
Zfand5	0.01	0.01	0.01	17.659819	0.01	14.51177	0.01	16.137622	29.154674	53.160367	0.01	0.01	34.574939	22.440539	30.601547	0.01
Apba1	0.01	0.01	0.01	0.01	59.21121	0.01	0.01	0.01	0.01	0.01	0.01	21.59845	0.01	24.958709	0.01	0.01
Apba1	129.7586	76.20869	194.304616	57.712722	175.6452	222.5557	178.4116	159.343698	180.192584	173.261424	148.804322	0.01	162.29118	151.577785	180.971347	63.42818
Apba1	0.01	155.0898	46.693595	121.66224	137.343	139.4928	69.59588	89.251958	78.091595	141.370448	63.956496	64.003723	129.280316	96.439036	131.799119	0.01
Apba1	0.01	0.01	103.90756	100.137016	88.66159	0.01	0.01	0.01	93.839229	189.938293	117.234451	0.01	143.849	0.01	0.01	0.01
Apba1	0.01	158.5599	0.01	140.418304	0.01	0.01	151.6961	0.01	191.105292	170.977583	20.160303	0.01	0.01	167.976006	143.54725	152.44945
Apba1	0.01	0.01	0.01	46.371537	0.01	0.01	54.00693	51.664907	0.01	52.889204	0.01	0.01	68.663616	72.210969	54.843643	54.863117
Apba1	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	55.443644	0.01	0.01	0.01	0.01
Apba1	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	24.615735	0.01	0.01	0.01	0.01	0.01	0.01	14.871245
Apba1	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	21.59845	0.01	0.01	0.01	0.01
Apba1	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	83.699335	0.01
Apba1	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	55.068062	0.01	0.01	0.01	0.01	0.01
Ahnak	0.01	0.01	58.634323	0.01	0.01	0.01	0.01	57.118152	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01
Ahnak	36.72485	51.31249	0.01	0.01	0.01	0.01	0.01	32.680702	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01
Ahnak	83.63741	137.908	53.285028	78.530906	66.77165	79.88079	66.60273	65.884203	13.802887	27.027982	16.286463	21.320759	0.01	26.920473	25.297826	0.01
Ahnak	0.01	0.01	56.878228	0.01	87.30264	121.2022	152.1585	0.01	0.01	37.819303	43.726668	0.01	32.063867	0.01	0.01	0.01
Ahnak	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	49.256287
Smarca2	168.3645	0.01	136.851225	147.031933	127.6866	150.9707	144.2973	139.280368	123.538461	146.662611	121.918969	164.825734	0.01	109.352545	0.01	0.01
Smarca2	31.2003	0.01	0.01	0.01	0.01	0.01	0.01	0.01	25.232853	0.01	0.01	0.01	0.01	0.01	0.01	0.01
-	49.66824	49.18126	77.159284	67.033658	67.40589	45.61047	47.35118	71.629754	0.01	44.209228	0.01	0.01	0.01	52.523782	38.499326	67.706374
-	1444.603	1296.861	905.770766	785.651637	1205.823	837.2988	904.533	924.180875	0.01	1041.3211	680.875118	719.096389	755.172153	537.792819	740.960917	731.11673
-	0.01	0.01	1324.677369	0.01	1406.666	1085.366	1007.979	1178.969447	814.681405	1140.540537	1207.03964	0.01	1140.22444	0.01	0.01	1612.447386
-	17.96876	17.35794	21.736518	14.946803	27.74573	18.94616	9.906385	40.553071	12.235308	29.276634	51.186122	69.706068	72.256332	28.1982	66.691357	16.63364
-	0.01	0.01	0.01	0.01	0.01	0.01	0.01	18.051758	0.01	0.01	19.264574	40.863464	49.463329	11.977083	36.637871	16.63364
-	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	849.523935	0.01	0.01
Fra10ac1	18.04181	18.72524	11.431272	10.451438	8.390858	5.700952	9.907226	9.53883	11.713739	12.842638	8.685258	11.001277	9.260654	10.956765	15.872163	11.245024
Psd	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	13.827236	0.01	0.01	0.01	7.810991
Cnnm1	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	133.319762	0.01	0.01	0.01	0.01	0.01
Wdr44	137.0232	108.4865	211.136489	0.01	162.3318	0.01	175.1431	111.904138	193.432953	129.68215	0.01	0.01	172.284416	0.01	0.01	139.356615
Wdr44	0.01	0.01	0.01	29.584336	0.01	0.01	0.01	0.01	0.01	17.980246	0.01	17.261767	0.01	0.01	0.01	0.01
Wdr44	0.01	0.01	0.01	0.01	0.01	0.01	0.01	16.889866	0.01	16.295999	0.01	0.01	0.01	0.01	11.375561	0.01
Wdr44	0.01	0.01	0.01	99.213963	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	166.570649	0.01	0.01
Wdr44	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	11.552669	0.01	7.25754	8.832955	0.01	12.59101
Wdr44	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	14.793452	16.868537
Nhsl2	0.01	0.01	0.01	20.967585	14.24094	0.01	0.01	0.01	0.01	0.01	0.01	13.751941	0.01	0.01	0.01	19.951559
Nhsl2	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01
Fgf13	0.01	0.01	38.748411	0.01	39.24495	25.1849	36.40013	27.084971	0.01	0.01	53.504081	38.082405	49.345912	43.539536	52.363792	42.190027
Slc9a6	227.8613	0.01	238.301511	0.01	0.01	0.01	0.01	0.01	140.248769	0.01	0.01	0.01	0.01	266.809885	255.144042	0.01
Slc9a6	0.01	0.01	120.307384	91.750553	0.01	160.6053	0.01	0.01	0.01	0.01	0.01	174.786704	164.269407	156.410492	165.755186	148.318734
Pdzd4	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	11.060414	0.01	0.01	0.01	0.01	0.01	0.01
-	0.01	177.1142	136.473183	98.547842	131.5339	144.6902	0.01	142.035802	164.057007	141.404947	0.01	0.01	153.76566	180.086455	0.01	170.06672
-	175.964	0.01	0.01	0.01	0.01	0.01	121.7962	0.01	0.01	0.01	140.36004	213.594423	0.01	0.01	163.798324	0.01
-	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	32.368858	0.01	0.01	0.01	0.01	0.01	0.01	0.01
Tceal5	0.01	3326.701	2531.711651	0.01	3257.493	0.01	0.01	0.01	2486.071431	0.01	0.01	0.01	3332.610319	0.01	49.223064	0.01
Tceal5	13.73377	17.6169	11.073032	24.13737	22.69084	17.23398	21.84113	16.331446	18.144262	15.436971	14.442356	14.806754	19.576788	0.01	23.225364	12.200627
Tceal5	379.0485	714.3092	379.743246	542.983762	541.3251	489.2747	0.01	471.996379	423.864223	520.908944	539.401324	425.800389	641.328387	370.921022	0.01	516.993487
Tceal5	0.01	10.21822	0.01	0.01	0.01	9.093588	0.01	0.01	0.01	7.504246	10.033914	9.249472	8.226233	7.403937	10.035006	7.50469
Pak3	271.2866	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	315.897266	0.01
Pak3	0.01	0.01	48.915042	0.01	46.21114	0.01	0.01	0.01	46.182522	42.865833	29.631264	46.42489	37.739464	33.324885	39.813418	63.328082
Wnk3	0.01	0.01	42.501828	0.01	0.01	0.01	0.01	0.01	41.614846	62.243292	0.01	49.149996	57.498121	0.01	0.01	69.421389
Sh3kbp1	87.58831	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01
Sh3kbp1	87.58831	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01
Sh3kbp1	67.42901	72.8021	0.01	89.890172	64.02231	0.01	64.2822	56.314571	53.980905	89.131897	64.231222	78.168057	78.720667	58.346692	86.025284	73.391948
Sh3kbp1	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	30.20328	19.934852	0.01	0.01	0.01	0.01	0.01
Huwe1	0.01	115.6557	0.01	127.704909	0.01	0.01	104.4721	0.01	0.01	0.01	26.340626	0.01	0.01	0.01	0.01	0.01
Huwe1	126.2683	195.7203	161.612979	205.136715	172.4169	0.01	0.01	0.01	0.01	0.01	0.01	0.01	134.283316	71.823778	0.01	0.01
Huwe1	116.2338	0.01	95.212592	0.01	0.01	0.01	0.01	89.027751	0.01	146.32452	93.54186	98.23506	0.01	86.637388	0.01	87.365647
Huwe1	0.01	0.01	0.01	0.01	12.23536	0.01	0.01	0.01	0.01	14.168094	0.01	12.244671	0.01	0.01	21.228112	0.01
Huwe1	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	11.790232	0.01	0.01	0.01
-	22.97688	38.12247	0.01	25.291662	91.1919	0.01	85.79228	0.01	0.01	0.01	0.01	0.01	78.886582	47.256561	0.01	0.01
-	22.97688	38.12247	0.01	25.291662	91.1919	0.01	85.79228	0.01	0.01	0.01	0.01	16.394845	78.886582	47.256561	0.01	0.01
-	22.97688	0.01	0.01	25.291662	91.1919	0.01	85.79228	0.01	0.01	0.01	0.01	16.394845	78.886582	47.256561	0.01	0.01
-	0.01	28.0762	21.169455	18.956852	26.49915	30.27966	0.01	23.42433	0.01	0.01	20.030027	0.01	26.845177	16.639139	0.01	0.01
-	0.01	0.01	0.01	146.118396	97.47909	154.9044	0.01	0.01	0.01	0.01	121.945969	168.790781	166.719855	132.526594	122.314263	153.036692
-	51.64268	0.01	0.01	0.01	63.23284	0.01	0.01	64.866893	88.465492	0.01	79.515306	0.01	0.01	78.800372	71.686576	74.172713
Tpr	46.12827	47.79584	50.084272	0.01	0.01	50.30615	0.01	46.323766	0.01	34.542578	32.517575	29.618344	30.656135	29.597821	0.01	0.01
Tpr	0.01	155.1416	0.01	140.837008	0.01	0.01	161.9745	0.01	0.01	0.01	98.523379	0.01	97.456389	60.388762	0.01	108.826685
Kif1a	0.01	0.01	190.083147	116.190532	0.01	139.5308	103.7028	141.407186	0.01	163.36708	178.315436	172.693657	0.01	204.594159	238.632591	215.751506
Kif1a	0.01	0.01	20.292758	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	28.581491	0.01	26.091599	0.01	21.56047
Kif1a	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	54.407643	0.01	0.01	0.01	0.01	0.01	0.01	40.802666
Kif1a	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	43.227383	0.01	0.01	0.01	0.01	0.01	0.01
Kif1a	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	35.889087	0.01	0.01	0.01	0.01	0.01	0.01	41.957799
Lrrfip1	28.64449	31.30152	0.01	0.01	0.01	32.21038	0.01	0.01	0.01	0.01	0.01	0.01	37.905379	26.79858	45.110174	0.01
Lrrfip1	0.01	63.38769	0.01	0.01	0.01	0.01	0.01	0.01	0.01	57.550033	0.01	47.782953	0.01	0.01	72.215834	47.155561
Ncl	11.50772	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	14.919485	0.01	0.01	0.01	0.01	0.01	0.01
Septin2	805.8039	993.9318	695.786406	596.844402	635.633	628.3114	696.7575	735.847499	439.504095	540.946026	467.041045	731.392177	596.977817	578.160981	598.848234	680.600542
Hdac4	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	45.269731	0.01	44.670323	0.01	59.575662	44.213918	68.133459
Epb41l5	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01
Epb41l5	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	67.860662	0.01	0.01	0.01	0.01	74.828087	0.01	0.01
R3hdm1	27.28999	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	36.626324	0.01	0.01	0.01	23.245034	0.01	0.01
Gigyf2	0.01	0.01	92.251263	144.110517	0.01	85.54183	0.01	0.01	83.106124	136.878664	153.995092	117.846152	0.01	0.01	127.202933	0.01
Gigyf2	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	45.142774	0.01	0.01	0.01	0.01	0.01	0.01
