NAME	GS<br> follow link to MSigDB	SIZE	ES	NES	NOM p-val	FDR q-val	FWER p-val	RANK AT MAX	LEADING EDGE
POSITIVE REGULATION OF FIBROBLAST PROLIFERATION	POSITIVE REGULATION OF FIBROBLAST PROLIFERATION	62	0.27987778	0.9928047	0.39562625	0.56647664	1	1822	"tags=13%, list=8%, signal=14%"
RNA METHYLATION	RNA METHYLATION	21	0.26289606	0.99235386	0.38188976	0.56653315	1	6751	"tags=33%, list=31%, signal=48%"
STEROL ESTERASE ACTIVITY	STEROL ESTERASE ACTIVITY	18	0.3916236	0.9918832	0.44071147	0.567275	1	8527	"tags=61%, list=39%, signal=100%"
POSITIVE REGULATION OF NEURAL PRECURSOR CELL PROLIFERATION	POSITIVE REGULATION OF NEURAL PRECURSOR CELL PROLIFERATION	28	0.25133473	0.9900775	0.2923387	0.56967175	1	3170	"tags=18%, list=15%, signal=21%"
POTASSIUM ION EXPORT ACROSS PLASMA MEMBRANE	POTASSIUM ION EXPORT ACROSS PLASMA MEMBRANE	15	0.32515365	0.98999697	0.4668008	0.5692997	1	3342	"tags=27%, list=15%, signal=31%"
KERATINOCYTE DIFFERENTIATION	KERATINOCYTE DIFFERENTIATION	49	0.34752324	0.98796624	0.3846154	0.57267475	1	4537	"tags=33%, list=21%, signal=41%"
N-ACETYLTRANSFERASE ACTIVITY	N-ACETYLTRANSFERASE ACTIVITY	34	0.23721094	0.98671156	0.3195266	0.57516795	1	6583	"tags=32%, list=30%, signal=46%"
ENDOPLASMIC RETICULUM-GOLGI INTERMEDIATE COMPARTMENT	ENDOPLASMIC RETICULUM-GOLGI INTERMEDIATE COMPARTMENT	79	0.18164042	0.9844956	0.5197629	0.5783642	1	7268	"tags=33%, list=33%, signal=49%"
SPINDLE ORGANIZATION	SPINDLE ORGANIZATION	16	0.31330195	0.9841304	0.42885375	0.57857275	1	6104	"tags=44%, list=28%, signal=61%"
POLY(A)+ MRNA EXPORT FROM NUCLEUS	POLY(A)+ MRNA EXPORT FROM NUCLEUS	18	0.25528803	0.9827117	0.47244096	0.580557	1	2174	"tags=11%, list=10%, signal=12%"
POSITIVE REGULATION OF G PROTEIN-COUPLED RECEPTOR SIGNALING PATHWAY	POSITIVE REGULATION OF G PROTEIN-COUPLED RECEPTOR SIGNALING PATHWAY	18	0.37683794	0.97558284	0.41420117	0.5919818	1	3506	"tags=28%, list=16%, signal=33%"
CELLULAR RESPONSE TO GROWTH FACTOR STIMULUS	CELLULAR RESPONSE TO GROWTH FACTOR STIMULUS	72	0.27789253	0.9754887	0.38958332	0.59183234	1	4109	"tags=24%, list=19%, signal=29%"
MONOCARBOXYLIC ACID TRANSMEMBRANE TRANSPORTER ACTIVITY	MONOCARBOXYLIC ACID TRANSMEMBRANE TRANSPORTER ACTIVITY	15	0.38258967	0.9753348	0.5836735	0.59164894	1	3851	"tags=33%, list=18%, signal=40%"
DETECTION OF LIGHT STIMULUS INVOLVED IN VISUAL PERCEPTION	DETECTION OF LIGHT STIMULUS INVOLVED IN VISUAL PERCEPTION	20	0.31377387	0.9747677	0.51055664	0.5918738	1	2345	"tags=20%, list=11%, signal=22%"
RETINOIC ACID RECEPTOR SIGNALING PATHWAY	RETINOIC ACID RECEPTOR SIGNALING PATHWAY	16	0.27805924	0.97465897	0.41618496	0.5916852	1	4525	"tags=25%, list=21%, signal=32%"
RESOLUTION OF MEIOTIC RECOMBINATION INTERMEDIATES	RESOLUTION OF MEIOTIC RECOMBINATION INTERMEDIATES	16	0.29686624	0.97363555	0.59081835	0.59331	1	4774	"tags=25%, list=22%, signal=32%"
"CONDENSED NUCLEAR CHROMOSOME, CENTROMERIC REGION"	"CONDENSED NUCLEAR CHROMOSOME, CENTROMERIC REGION"	16	0.3459049	0.9725009	0.59566075	0.59506273	1	4558	"tags=44%, list=21%, signal=55%"
ENDOCYTOSIS	ENDOCYTOSIS	207	0.23418625	0.97244996	0.40833333	0.5946765	1	3782	"tags=17%, list=17%, signal=20%"
PROTEIN FOLDING	PROTEIN FOLDING	99	0.2028841	0.97242314	0.28458497	0.59435487	1	8656	"tags=38%, list=40%, signal=63%"
OSTEOBLAST DIFFERENTIATION	OSTEOBLAST DIFFERENTIATION	74	0.34233922	0.9716075	0.41420117	0.59518075	1	5350	"tags=34%, list=25%, signal=45%"
PROTEIN DISULFIDE OXIDOREDUCTASE ACTIVITY	PROTEIN DISULFIDE OXIDOREDUCTASE ACTIVITY	19	0.3180498	0.97132254	0.51968503	0.59510666	1	273	"tags=5%, list=1%, signal=5%"
BASAL PART OF CELL	BASAL PART OF CELL	17	0.43618256	0.9712988	0.5259117	0.594721	1	7151	"tags=59%, list=33%, signal=87%"
NEGATIVE REGULATION OF EXTRINSIC APOPTOTIC SIGNALING PATHWAY	NEGATIVE REGULATION OF EXTRINSIC APOPTOTIC SIGNALING PATHWAY	39	0.27010226	0.9710063	0.47708333	0.5947318	1	3239	"tags=18%, list=15%, signal=21%"
INTRACELLULAR RECEPTOR SIGNALING PATHWAY	INTRACELLULAR RECEPTOR SIGNALING PATHWAY	27	0.32762313	0.97064483	0.38958332	0.5950164	1	3683	"tags=33%, list=17%, signal=40%"
EXOGENOUS DRUG CATABOLIC PROCESS	EXOGENOUS DRUG CATABOLIC PROCESS	42	0.35368592	0.97057444	0.40513834	0.59480643	1	8481	"tags=55%, list=39%, signal=89%"
BASAL PLASMA MEMBRANE	BASAL PLASMA MEMBRANE	50	0.34329695	0.9702679	0.5976331	0.59503335	1	3649	"tags=24%, list=17%, signal=29%"
JNK CASCADE	JNK CASCADE	28	0.3277947	0.9695935	0.58097166	0.5958756	1	1518	"tags=14%, list=7%, signal=15%"
HORMONE ACTIVITY	HORMONE ACTIVITY	103	0.2986351	0.9694078	0.54043394	0.5956338	1	4928	"tags=34%, list=23%, signal=44%"
MUSCLE FIBER DEVELOPMENT	MUSCLE FIBER DEVELOPMENT	19	0.37277496	0.968698	0.31610337	0.59649456	1	4249	"tags=32%, list=19%, signal=39%"
EMBRYONIC PLACENTA DEVELOPMENT	EMBRYONIC PLACENTA DEVELOPMENT	25	0.3224582	0.96701694	0.4827586	0.59920114	1	2160	"tags=12%, list=10%, signal=13%"
CELLULAR COPPER ION HOMEOSTASIS	CELLULAR COPPER ION HOMEOSTASIS	16	0.2968975	0.96655947	0.4832347	0.599843	1	5799	"tags=25%, list=27%, signal=34%"
DEVELOPMENTAL GROWTH	DEVELOPMENTAL GROWTH	31	0.29696375	0.966109	0.41749504	0.60003376	1	3823	"tags=16%, list=18%, signal=20%"
CHROMOSOME CONDENSATION	CHROMOSOME CONDENSATION	18	0.42148972	0.96498644	0.54043394	0.6014275	1	9280	"tags=67%, list=43%, signal=116%"
GTP-RHO BINDING	GTP-RHO BINDING	17	0.29741433	0.96484363	0.47933885	0.6014042	1	4284	"tags=24%, list=20%, signal=29%"
HISTONE DEACETYLASE ACTIVITY	HISTONE DEACETYLASE ACTIVITY	27	0.1684664	0.96450853	0.41090146	0.601552	1	6928	"tags=30%, list=32%, signal=43%"
CELLULAR RESPONSE TO STARVATION	CELLULAR RESPONSE TO STARVATION	68	0.1730894	0.9639317	0.4699793	0.6021287	1	7331	"tags=35%, list=34%, signal=53%"
MITOTIC METAPHASE PLATE CONGRESSION	MITOTIC METAPHASE PLATE CONGRESSION	36	0.25696245	0.963579	0.38339922	0.60241646	1	8110	"tags=47%, list=37%, signal=75%"
PLATELET FORMATION	PLATELET FORMATION	18	0.37882885	0.96352243	0.51282054	0.6021475	1	6428	"tags=44%, list=29%, signal=63%"
SIGNAL TRANSDUCTION BY PROTEIN PHOSPHORYLATION	SIGNAL TRANSDUCTION BY PROTEIN PHOSPHORYLATION	47	0.20551614	0.96263	0.47975707	0.6032481	1	2441	"tags=11%, list=11%, signal=12%"
TRIGLYCERIDE LIPASE ACTIVITY	TRIGLYCERIDE LIPASE ACTIVITY	27	0.3357898	0.96256536	0.374502	0.60290366	1	4577	"tags=33%, list=21%, signal=42%"
RNA POLYMERASE II REPRESSING TRANSCRIPTION FACTOR BINDING	RNA POLYMERASE II REPRESSING TRANSCRIPTION FACTOR BINDING	35	0.22330579	0.9624427	0.41568628	0.6028775	1	7940	"tags=34%, list=36%, signal=54%"
ATP BIOSYNTHETIC PROCESS	ATP BIOSYNTHETIC PROCESS	19	0.33613548	0.9594269	0.4764706	0.6074057	1	4830	"tags=21%, list=22%, signal=27%"
NUCLEOCYTOPLASMIC TRANSPORT	NUCLEOCYTOPLASMIC TRANSPORT	36	0.23323298	0.9591366	0.29208925	0.6075249	1	7514	"tags=36%, list=34%, signal=55%"
ACTIN FILAMENT BINDING	ACTIN FILAMENT BINDING	190	0.240733	0.9590809	0.3122449	0.60730386	1	3999	"tags=22%, list=18%, signal=26%"
REGULATION OF EPITHELIAL CELL PROLIFERATION	REGULATION OF EPITHELIAL CELL PROLIFERATION	15	0.32131404	0.95806026	0.5059761	0.6081216	1	1363	"tags=13%, list=6%, signal=14%"
POSITIVE REGULATION OF GLUCOSE IMPORT	POSITIVE REGULATION OF GLUCOSE IMPORT	39	0.20857255	0.9575422	0.27992278	0.6082548	1	5388	"tags=26%, list=25%, signal=34%"
TEMPERATURE HOMEOSTASIS	TEMPERATURE HOMEOSTASIS	22	0.3067377	0.9567642	0.37190083	0.60894233	1	5543	"tags=41%, list=25%, signal=55%"
MAMMARY GLAND DEVELOPMENT	MAMMARY GLAND DEVELOPMENT	42	0.25258896	0.9565088	0.535316	0.608777	1	2948	"tags=17%, list=14%, signal=19%"
RIBOSOMAL LARGE SUBUNIT BIOGENESIS	RIBOSOMAL LARGE SUBUNIT BIOGENESIS	28	0.31815806	0.9556659	0.38264298	0.6098451	1	7047	"tags=36%, list=32%, signal=53%"
CORNIFIED ENVELOPE	CORNIFIED ENVELOPE	19	0.2956086	0.9555547	0.5167653	0.60967016	1	7647	"tags=47%, list=35%, signal=73%"
POSITIVE REGULATION OF MITOCHONDRIAL TRANSLATION	POSITIVE REGULATION OF MITOCHONDRIAL TRANSLATION	17	0.36553392	0.9550358	0.47843137	0.61024314	1	6558	"tags=35%, list=30%, signal=50%"
PHOSPHOLIPID CATABOLIC PROCESS	PHOSPHOLIPID CATABOLIC PROCESS	17	0.401507	0.9545234	0.50690335	0.61059606	1	4699	"tags=41%, list=22%, signal=52%"
STRESS FIBER	STRESS FIBER	76	0.2795177	0.95183545	0.4970179	0.614132	1	3882	"tags=20%, list=18%, signal=24%"
TROPHECTODERMAL CELL DIFFERENTIATION	TROPHECTODERMAL CELL DIFFERENTIATION	18	0.31881702	0.9505342	0.51008064	0.6162774	1	3013	"tags=17%, list=14%, signal=19%"
URETERIC BUD DEVELOPMENT	URETERIC BUD DEVELOPMENT	42	0.3372928	0.9501427	0.4259635	0.616639	1	2046	"tags=12%, list=9%, signal=13%"
MELANOCYTE DIFFERENTIATION	MELANOCYTE DIFFERENTIATION	21	0.3015005	0.94952697	0.47117296	0.6173607	1	2209	"tags=19%, list=10%, signal=21%"
SENSORY PERCEPTION OF TASTE	SENSORY PERCEPTION OF TASTE	24	0.3950577	0.94937927	0.41814595	0.61735433	1	7295	"tags=58%, list=33%, signal=88%"
REGULATION OF CELL GROWTH	REGULATION OF CELL GROWTH	46	0.21965101	0.9492781	0.51666665	0.61721396	1	2605	"tags=13%, list=12%, signal=15%"
PHOSPHOLIPID BIOSYNTHETIC PROCESS	PHOSPHOLIPID BIOSYNTHETIC PROCESS	55	0.2049141	0.94747674	0.3785425	0.6193978	1	6419	"tags=35%, list=29%, signal=49%"
NUCLEOSIDE DIPHOSPHATE KINASE ACTIVITY	NUCLEOSIDE DIPHOSPHATE KINASE ACTIVITY	17	0.31583115	0.9467076	0.49019608	0.6200914	1	5282	"tags=35%, list=24%, signal=47%"
REGULATION OF OSTEOBLAST DIFFERENTIATION	REGULATION OF OSTEOBLAST DIFFERENTIATION	15	0.31794935	0.9465799	0.5208333	0.6197905	1	2917	"tags=20%, list=13%, signal=23%"
HEART DEVELOPMENT	HEART DEVELOPMENT	257	0.2449433	0.9443376	0.5641026	0.6226576	1	4851	"tags=23%, list=22%, signal=29%"
"PHOSPHOLIPASE A2 ACTIVITY (CONSUMING 1,2-DIPALMITOYLPHOSPHATIDYLCHOLINE)"	"PHOSPHOLIPASE A2 ACTIVITY (CONSUMING 1,2-DIPALMITOYLPHOSPHATIDYLCHOLINE)"	20	0.36647147	0.94417083	0.59683794	0.62257344	1	4317	"tags=35%, list=20%, signal=44%"
"PHOSPHOLIPASE A2 ACTIVITY CONSUMING 1,2-DIOLEOYLPHOSPHATIDYLETHANOLAMINE)"	"PHOSPHOLIPASE A2 ACTIVITY CONSUMING 1,2-DIOLEOYLPHOSPHATIDYLETHANOLAMINE)"	20	0.36647147	0.94417083	0.59683794	0.6221444	1	4317	"tags=35%, list=20%, signal=44%"
POSITIVE REGULATION OF UBIQUITIN-PROTEIN TRANSFERASE ACTIVITY	POSITIVE REGULATION OF UBIQUITIN-PROTEIN TRANSFERASE ACTIVITY	20	0.21557777	0.9440055	0.39874738	0.62195826	1	3473	"tags=15%, list=16%, signal=18%"
POLYUBIQUITIN MODIFICATION-DEPENDENT PROTEIN BINDING	POLYUBIQUITIN MODIFICATION-DEPENDENT PROTEIN BINDING	31	0.17584884	0.94332933	0.35845214	0.622769	1	5879	"tags=23%, list=27%, signal=31%"
DYSTROPHIN-ASSOCIATED GLYCOPROTEIN COMPLEX	DYSTROPHIN-ASSOCIATED GLYCOPROTEIN COMPLEX	15	0.42300633	0.94254607	0.5838264	0.6237534	1	7036	"tags=40%, list=32%, signal=59%"
MAINTENANCE OF PROTEIN LOCATION IN NUCLEUS	MAINTENANCE OF PROTEIN LOCATION IN NUCLEUS	15	0.25839084	0.9423834	0.5165289	0.62372506	1	6103	"tags=40%, list=28%, signal=55%"
TRANSCRIPTION FACTOR TFTC COMPLEX	TRANSCRIPTION FACTOR TFTC COMPLEX	15	0.3183941	0.93816936	0.39034206	0.63000286	1	6652	"tags=33%, list=30%, signal=48%"
POSITIVE REGULATION OF INSULIN RECEPTOR SIGNALING PATHWAY	POSITIVE REGULATION OF INSULIN RECEPTOR SIGNALING PATHWAY	23	0.26251143	0.9362154	0.40433925	0.6333745	1	3912	"tags=22%, list=18%, signal=26%"
RIBOSOMAL SMALL SUBUNIT ASSEMBLY	RIBOSOMAL SMALL SUBUNIT ASSEMBLY	15	0.3809275	0.933182	0.4751491	0.6381757	1	6359	"tags=40%, list=29%, signal=56%"
STRIATED MUSCLE CELL DIFFERENTIATION	STRIATED MUSCLE CELL DIFFERENTIATION	19	0.2695208	0.9331232	0.41127348	0.6380384	1	3986	"tags=26%, list=18%, signal=32%"
COLLAGEN-CONTAINING EXTRACELLULAR MATRIX	COLLAGEN-CONTAINING EXTRACELLULAR MATRIX	270	0.35817638	0.93292713	0.5308151	0.63773865	1	4120	"tags=27%, list=19%, signal=33%"
CELLULAR PROTEIN LOCALIZATION	CELLULAR PROTEIN LOCALIZATION	57	0.21465501	0.9317782	0.5836735	0.6393697	1	4300	"tags=21%, list=20%, signal=26%"
COPI-COATED VESICLE MEMBRANE	COPI-COATED VESICLE MEMBRANE	16	0.3145791	0.9311327	0.6086956	0.640403	1	10223	"tags=75%, list=47%, signal=141%"
RAN GTPASE BINDING	RAN GTPASE BINDING	31	0.21265444	0.93021905	0.69979715	0.64223063	1	6195	"tags=26%, list=28%, signal=36%"
BRUSH BORDER	BRUSH BORDER	72	0.3193022	0.9298687	0.5976331	0.6425894	1	6403	"tags=39%, list=29%, signal=55%"
LARGE RIBOSOMAL SUBUNIT	LARGE RIBOSOMAL SUBUNIT	19	0.4413331	0.92982787	0.28235295	0.6423149	1	8262	"tags=58%, list=38%, signal=93%"
ENDODERM FORMATION	ENDODERM FORMATION	15	0.32154873	0.9294152	0.627451	0.6425842	1	7832	"tags=40%, list=36%, signal=62%"
HOMEOSTASIS OF NUMBER OF CELLS	HOMEOSTASIS OF NUMBER OF CELLS	31	0.25585008	0.92941386	0.795082	0.6421815	1	6885	"tags=39%, list=32%, signal=56%"
ARACHIDONIC ACID METABOLIC PROCESS	ARACHIDONIC ACID METABOLIC PROCESS	28	0.35447252	0.9293459	0.41095892	0.64195913	1	3120	"tags=21%, list=14%, signal=25%"
TOR SIGNALING	TOR SIGNALING	17	0.22572015	0.9284438	0.59375	0.6432518	1	7067	"tags=35%, list=32%, signal=52%"
ALCOHOL DEHYDROGENASE (NADP+) ACTIVITY	ALCOHOL DEHYDROGENASE (NADP+) ACTIVITY	17	0.3525977	0.9281264	0.7047619	0.64335304	1	6184	"tags=41%, list=28%, signal=57%"
STRIATED MUSCLE CONTRACTION	STRIATED MUSCLE CONTRACTION	15	0.324526	0.92552984	0.6242424	0.6475223	1	6247	"tags=33%, list=29%, signal=47%"
NUCLEAR EUCHROMATIN	NUCLEAR EUCHROMATIN	28	0.24039923	0.92434746	0.4958159	0.64957947	1	4633	"tags=25%, list=21%, signal=32%"
"NEGATIVE REGULATION OF MRNA SPLICING, VIA SPLICEOSOME"	"NEGATIVE REGULATION OF MRNA SPLICING, VIA SPLICEOSOME"	22	0.20387655	0.9235987	0.402	0.6506364	1	5328	"tags=23%, list=24%, signal=30%"
DETECTION OF MECHANICAL STIMULUS INVOLVED IN SENSORY PERCEPTION OF PAIN	DETECTION OF MECHANICAL STIMULUS INVOLVED IN SENSORY PERCEPTION OF PAIN	19	0.31066996	0.9223675	0.6882591	0.6522151	1	2611	"tags=21%, list=12%, signal=24%"
ER TO GOLGI TRANSPORT VESICLE MEMBRANE	ER TO GOLGI TRANSPORT VESICLE MEMBRANE	19	0.23012991	0.9216343	0.5866388	0.6525744	1	3186	"tags=16%, list=15%, signal=18%"
COSTAMERE	COSTAMERE	17	0.37743506	0.9210157	0.504931	0.65286344	1	3707	"tags=29%, list=17%, signal=35%"
ORGANELLE MEMBRANE	ORGANELLE MEMBRANE	96	0.20415203	0.92049456	0.71203154	0.653139	1	4879	"tags=25%, list=22%, signal=32%"
PROTEASOME-MEDIATED UBIQUITIN-DEPENDENT PROTEIN CATABOLIC PROCESS	PROTEASOME-MEDIATED UBIQUITIN-DEPENDENT PROTEIN CATABOLIC PROCESS	161	0.19370766	0.91882116	0.5882353	0.65483904	1	2411	"tags=7%, list=11%, signal=8%"
REGULATION OF BONE MINERALIZATION	REGULATION OF BONE MINERALIZATION	25	0.42072636	0.9178118	0.64187866	0.65642	1	6481	"tags=56%, list=30%, signal=80%"
CONDENSED CHROMOSOME	CONDENSED CHROMOSOME	29	0.29793835	0.9177006	0.325	0.65621966	1	7396	"tags=38%, list=34%, signal=57%"
RRNA PROCESSING	RRNA PROCESSING	136	0.25140005	0.91698515	0.28235295	0.65718627	1	7185	"tags=32%, list=33%, signal=47%"
PROTEIN LOCALIZATION TO CENTROSOME	PROTEIN LOCALIZATION TO CENTROSOME	19	0.23018415	0.9166952	0.609901	0.65723014	1	5937	"tags=32%, list=27%, signal=43%"
PHOSPHATIDYLCHOLINE BINDING	PHOSPHATIDYLCHOLINE BINDING	25	0.25449	0.91544205	0.60038984	0.6587754	1	3896	"tags=24%, list=18%, signal=29%"
ACTIN CYTOSKELETON ORGANIZATION	ACTIN CYTOSKELETON ORGANIZATION	165	0.20283611	0.90792096	0.5208333	0.67126966	1	4850	"tags=23%, list=22%, signal=29%"
UBIQUITIN LIGASE COMPLEX	UBIQUITIN LIGASE COMPLEX	95	0.17413887	0.9078244	0.49094567	0.6709398	1	4586	"tags=15%, list=21%, signal=19%"
STRUCTURAL CONSTITUENT OF EYE LENS	STRUCTURAL CONSTITUENT OF EYE LENS	20	0.4121364	0.9053297	0.5142276	0.6744086	1	5747	"tags=50%, list=26%, signal=68%"
CELL-CELL JUNCTION	CELL-CELL JUNCTION	207	0.22696793	0.9021527	0.4	0.6795085	1	4623	"tags=25%, list=21%, signal=32%"
FRIZZLED BINDING	FRIZZLED BINDING	40	0.2823922	0.8969622	0.28100777	0.68822837	1	4183	"tags=20%, list=19%, signal=25%"
RAS GTPASE BINDING	RAS GTPASE BINDING	24	0.200055	0.8957026	0.5734694	0.68955356	1	6292	"tags=38%, list=29%, signal=53%"
SKELETAL MUSCLE TISSUE DEVELOPMENT	SKELETAL MUSCLE TISSUE DEVELOPMENT	56	0.25698158	0.89382786	0.47667342	0.6923773	1	2572	"tags=16%, list=12%, signal=18%"
HISTONE ACETYLTRANSFERASE ACTIVITY	HISTONE ACETYLTRANSFERASE ACTIVITY	45	0.16684903	0.8922208	0.5884692	0.6949161	1	5645	"tags=22%, list=26%, signal=30%"
EXTRACELLULAR MATRIX ORGANIZATION	EXTRACELLULAR MATRIX ORGANIZATION	138	0.33099374	0.8921246	0.52662724	0.694564	1	5118	"tags=33%, list=23%, signal=42%"
ENDOSOME TO LYSOSOME TRANSPORT	ENDOSOME TO LYSOSOME TRANSPORT	41	0.2594286	0.89162195	0.41393444	0.69496083	1	2222	"tags=10%, list=10%, signal=11%"
SYMPORTER ACTIVITY	SYMPORTER ACTIVITY	102	0.25981164	0.89136195	0.6166667	0.69515455	1	4169	"tags=25%, list=19%, signal=30%"
BLOOD VESSEL MORPHOGENESIS	BLOOD VESSEL MORPHOGENESIS	29	0.35692286	0.8911696	0.5685885	0.69494283	1	1993	"tags=21%, list=9%, signal=23%"
NUCLEOBASE-CONTAINING COMPOUND METABOLIC PROCESS	NUCLEOBASE-CONTAINING COMPOUND METABOLIC PROCESS	30	0.1763237	0.88870025	0.51287127	0.69934577	1	5105	"tags=20%, list=23%, signal=26%"
ATPASE ACTIVATOR ACTIVITY	ATPASE ACTIVATOR ACTIVITY	24	0.27858993	0.8879165	0.5882353	0.7001361	1	2168	"tags=13%, list=10%, signal=14%"
MONOSACCHARIDE BINDING	MONOSACCHARIDE BINDING	17	0.27751973	0.88541925	0.46201232	0.7041117	1	2844	"tags=18%, list=13%, signal=20%"
TRNA METHYLATION	TRNA METHYLATION	34	0.2342056	0.8852249	0.492126	0.704116	1	7400	"tags=38%, list=34%, signal=58%"
MRNA EXPORT FROM NUCLEUS	MRNA EXPORT FROM NUCLEUS	37	0.18605202	0.88422596	0.57988167	0.70540774	1	3212	"tags=11%, list=15%, signal=13%"
PHARYNGEAL SYSTEM DEVELOPMENT	PHARYNGEAL SYSTEM DEVELOPMENT	18	0.3861908	0.8833632	0.68244576	0.70600605	1	4741	"tags=33%, list=22%, signal=43%"
INORGANIC ANION TRANSPORT	INORGANIC ANION TRANSPORT	24	0.26833847	0.883023	0.38821137	0.70624524	1	1789	"tags=13%, list=8%, signal=14%"
PERICENTRIOLAR MATERIAL	PERICENTRIOLAR MATERIAL	19	0.20523232	0.8812568	0.71487606	0.70859206	1	5766	"tags=26%, list=26%, signal=36%"
VASCULAR ENDOTHELIAL GROWTH FACTOR RECEPTOR SIGNALING PATHWAY	VASCULAR ENDOTHELIAL GROWTH FACTOR RECEPTOR SIGNALING PATHWAY	20	0.293099	0.87996286	0.52662724	0.7099406	1	3014	"tags=15%, list=14%, signal=17%"
RRNA BINDING	RRNA BINDING	40	0.29676437	0.8796376	0.28235295	0.7099913	1	8262	"tags=40%, list=38%, signal=64%"
FACE MORPHOGENESIS	FACE MORPHOGENESIS	33	0.3063452	0.87904036	0.47667342	0.71049565	1	3477	"tags=18%, list=16%, signal=22%"
HMG BOX DOMAIN BINDING	HMG BOX DOMAIN BINDING	21	0.36687568	0.8782423	0.49596775	0.71164536	1	2174	"tags=19%, list=10%, signal=21%"
SPLICEOSOMAL COMPLEX	SPLICEOSOMAL COMPLEX	152	0.20540377	0.8764075	0.29208925	0.7134305	1	10076	"tags=48%, list=46%, signal=89%"
POSITIVE REGULATION OF HISTONE ACETYLATION	POSITIVE REGULATION OF HISTONE ACETYLATION	21	0.28001586	0.87564206	0.7123016	0.71448433	1	1452	"tags=10%, list=7%, signal=10%"
MITOCHONDRIAL INTERMEMBRANE SPACE	MITOCHONDRIAL INTERMEMBRANE SPACE	85	0.23206562	0.8742705	0.59090906	0.7159674	1	3047	"tags=12%, list=14%, signal=14%"
CHAPERONE-MEDIATED PROTEIN FOLDING	CHAPERONE-MEDIATED PROTEIN FOLDING	24	0.20294605	0.8737378	0.51836735	0.7163534	1	2126	"tags=13%, list=10%, signal=14%"
ANCHORED COMPONENT OF EXTERNAL SIDE OF PLASMA MEMBRANE	ANCHORED COMPONENT OF EXTERNAL SIDE OF PLASMA MEMBRANE	19	0.343285	0.87350607	0.56804734	0.7164003	1	2333	"tags=26%, list=11%, signal=29%"
PROTEIN N-LINKED GLYCOSYLATION VIA ASPARAGINE	PROTEIN N-LINKED GLYCOSYLATION VIA ASPARAGINE	21	0.16619073	0.87225664	0.5991903	0.7176524	1	7062	"tags=33%, list=32%, signal=49%"
PLATELET ACTIVATION	PLATELET ACTIVATION	33	0.2294554	0.86913204	0.50784314	0.7225207	1	5451	"tags=30%, list=25%, signal=40%"
CELLULAR LIPID METABOLIC PROCESS	CELLULAR LIPID METABOLIC PROCESS	20	0.24437186	0.86907566	0.59917355	0.7221524	1	4281	"tags=25%, list=20%, signal=31%"
POSITIVE REGULATION OF GLUCONEOGENESIS	POSITIVE REGULATION OF GLUCONEOGENESIS	15	0.27875483	0.8683614	0.71794873	0.72281194	1	7940	"tags=47%, list=36%, signal=73%"
REGULATION OF PROTEIN KINASE B SIGNALING	REGULATION OF PROTEIN KINASE B SIGNALING	17	0.26959085	0.8682622	0.46478873	0.72240525	1	4082	"tags=24%, list=19%, signal=29%"
NEGATIVE REGULATION OF INTRINSIC APOPTOTIC SIGNALING PATHWAY	NEGATIVE REGULATION OF INTRINSIC APOPTOTIC SIGNALING PATHWAY	28	0.16636455	0.8664777	0.3846154	0.7244551	1	1647	"tags=7%, list=8%, signal=8%"
BLOOD VESSEL DEVELOPMENT	BLOOD VESSEL DEVELOPMENT	66	0.30321282	0.8662862	0.6331361	0.7242305	1	6686	"tags=36%, list=31%, signal=52%"
POSITIVE REGULATION OF SPROUTING ANGIOGENESIS	POSITIVE REGULATION OF SPROUTING ANGIOGENESIS	19	0.2903592	0.86583626	0.5857988	0.72428674	1	4288	"tags=26%, list=20%, signal=33%"
PROTEASOME ACCESSORY COMPLEX	PROTEASOME ACCESSORY COMPLEX	16	0.38251838	0.8654019	0.47619048	0.72458494	1	10846	"tags=81%, list=50%, signal=161%"
SUBSTRATE ADHESION-DEPENDENT CELL SPREADING	SUBSTRATE ADHESION-DEPENDENT CELL SPREADING	48	0.28453982	0.8642069	0.5685885	0.72604805	1	3565	"tags=21%, list=16%, signal=25%"
REGULATION OF MRNA STABILITY	REGULATION OF MRNA STABILITY	29	0.24957766	0.86361444	0.6814346	0.72641367	1	3084	"tags=14%, list=14%, signal=16%"
PHOSPHOLIPASE A2 ACTIVITY	PHOSPHOLIPASE A2 ACTIVITY	23	0.336488	0.86212236	0.59683794	0.72820395	1	5845	"tags=43%, list=27%, signal=59%"
ERK1 AND ERK2 CASCADE	ERK1 AND ERK2 CASCADE	31	0.26981604	0.8616508	0.59765625	0.7284686	1	4321	"tags=32%, list=20%, signal=40%"
CENTRIOLE	CENTRIOLE	133	0.13454428	0.86002064	0.71568626	0.7301607	1	7353	"tags=29%, list=34%, signal=44%"
NEURAL TUBE CLOSURE	NEURAL TUBE CLOSURE	86	0.22584674	0.857572	0.5685885	0.7332242	1	7352	"tags=37%, list=34%, signal=56%"
REGULATION OF TRANSFORMING GROWTH FACTOR BETA RECEPTOR SIGNALING PATHWAY	REGULATION OF TRANSFORMING GROWTH FACTOR BETA RECEPTOR SIGNALING PATHWAY	19	0.29295516	0.85676444	0.6035503	0.7339037	1	4857	"tags=26%, list=22%, signal=34%"
